Episode,disturbance_level,Steps,Returns
1,1.0,80,-1025.388219227606
2,1.0,72,-1027.351233414922
3,1.0,74,-1030.2912487534322
4,1.0,92,-1030.341373440298
5,1.0,92,-1028.7048781743738
6,1.0,75,-1034.7397891206076
7,1.0,60,-1021.4420171922793
8,1.0,79,-1024.9821553575448
9,1.0,77,-1021.7249813285393
10,1.0,70,-1032.643730892298
11,1.0,87,-1042.380061035309
12,1.0,62,-1019.180046407132
13,1.0,64,-1031.6314119283982
14,1.0,75,-1024.5807259040562
15,1.0,99,-1030.1913699552726
16,1.0,85,-1027.1262084129023
17,1.0,75,-1027.4187000662216
18,1.0,73,-1035.0343631063263
19,1.0,88,-1028.6655109628932
20,1.0,74,-1030.5235294515242
21,1.0,57,-1027.54334987347
22,1.0,84,-1026.8611227197669
23,1.0,70,-1031.5611007478556
24,1.0,66,-1024.470590312361
25,1.0,67,-1032.16966213024
26,1.0,74,-1026.1034678522883
27,1.0,48,-1023.4777895730818
28,1.0,83,-1025.8327750613792
29,1.0,76,-1024.3627513899457
30,1.0,82,-1024.6266500294475
31,1.0,67,-1019.4659831712789
32,1.0,65,-1019.681821081084
33,1.0,82,-1025.778889305123
34,1.0,76,-1032.192654993271
35,1.0,58,-1021.141229560959
36,1.0,60,-1018.1112287136361
37,1.0,89,-1032.0928168303926
38,1.0,71,-1021.6998931321178
39,1.0,82,-1026.4107250307857
40,1.0,74,-1034.9810298868952
41,1.0,73,-1022.3068131686741
42,1.0,57,-1027.4313420456037
43,1.0,94,-1029.2225466588845
44,1.0,62,-1022.93073558196
45,1.0,68,-1020.8774365595096
46,1.0,91,-1029.0934716057607
47,1.0,106,-1039.3789419960472
48,1.0,96,-1028.9405805630186
49,1.0,63,-1030.419407158939
50,1.0,68,-1024.2295786827615
51,1.0,77,-1024.6827075409328
52,1.0,70,-1021.8815236557142
53,1.0,83,-1032.3411091689336
54,1.0,69,-1031.0656702037043
55,1.0,81,-1023.9022910083141
56,1.0,85,-1026.1957485055502
57,1.0,70,-1031.6410364709245
58,1.0,69,-1021.438450588761
59,1.0,66,-1031.6791507565126
60,1.0,79,-1025.0288963535872
61,1.0,63,-1021.6947314785607
62,1.0,70,-1018.4844729197366
63,1.0,95,-1029.6060898306223
64,1.0,85,-1024.035558788437
65,1.0,69,-1021.1709858332972
66,1.0,74,-1022.5064622822015
67,1.0,71,-1020.0223975629694
68,1.0,92,-1028.688354333081
69,1.0,68,-1029.149816265608
70,1.0,81,-1023.265081264384
71,1.0,60,-1019.1772375893665
72,1.0,67,-1030.1585350603173
73,1.0,66,-1023.7150834843102
74,1.0,69,-1022.0473195065964
75,1.0,69,-1029.3377770823724
76,1.0,64,-1026.8038952673642
77,1.0,92,-1030.1720769174751
78,1.0,59,-1024.0018662894604
79,1.0,72,-1022.2174286307064
80,1.0,96,-1027.1021461970406
81,1.0,75,-1023.0049829622855
82,1.0,80,-1031.9538532008671
83,1.0,76,-1023.553909770646
84,1.0,67,-1018.9464835307258
85,1.0,62,-1021.003798236224
86,1.0,103,-1031.6722093659594
87,1.0,69,-1022.0517130358468
88,1.0,68,-1028.1311493961648
89,1.0,63,-1019.9801016015296
