Episode,disturbance_level,Steps,Returns
1,0.2,108,-171.5655919490958
2,0.6,109,-163.81121664486017
3,0.7,109,-164.33088549216228
4,0.1,34,-103.81805504646483
5,0.4,101,-161.23013721657833
6,1.1,105,-173.2660536738695
7,1.0,73,-153.89633804956142
8,0.1,81,-160.2992592491173
9,0.2,97,-171.55149330093752
10,0.5,137,-159.0861111623489
11,0.1,97,-143.25491073490784
12,0.1,34,-107.60145178394049
13,0.2,93,-169.0568932862879
14,1.9,81,-133.9174822506978
15,1.6,84,-137.16014551111
16,0.0,18,-104.87685685081911
17,0.7,65,-144.6121985188499
18,0.8,97,-158.41326206276662
19,1.2,68,-133.60185944027367
20,1.8,96,-168.67012162830696
21,0.4,92,-137.35391188717085
22,0.1,43,-108.8134351581726
23,0.4,105,-185.29159683510352
24,0.0,80,-115.81517655511789
25,0.1,44,-112.39662079218675
26,0.0,35,-112.35040843144634
27,0.1,115,-172.2086481652163
28,0.3,96,-146.6291439155682
29,1.7,64,-138.02770583329325
30,1.2,108,-192.5677165846364
31,1.3,79,-157.9255863816398
32,0.5,74,-164.5956452177781
33,0.0,43,-112.34658348037269
34,1.6,102,-141.64537677955929
35,0.3,98,-147.60949298369212
36,0.5,138,-175.98664172720493
37,0.8,93,-172.0278634805801
38,1.0,105,-146.15268634419306
39,1.2,98,-140.72233355364048
40,0.0,27,-105.29294265419865
41,1.2,110,-151.36539539005085
42,0.1,85,-170.7122932925985
43,0.4,118,-182.71648989408035
44,0.9,88,-154.29093666828967
45,0.1,34,-109.36673509492121
46,1.7,71,-149.09062111821075
47,0.5,103,-142.03966663149396
48,0.8,60,-142.43910661710373
49,0.0,34,-112.50649135854039
50,0.8,85,-158.78484672516143
51,0.0,30,-105.2668084769923
52,1.1,87,-152.92098359669188
53,0.4,84,-138.3847133205252
54,0.2,100,-159.48985979910228
55,0.4,106,-179.57610775240676
56,0.3,69,-140.82888026470948
57,0.6,107,-152.01859491191885
58,0.5,71,-149.05880179815898
59,1.4,94,-154.16973156490752
60,1.3,73,-139.85383054984658
61,0.1,54,-111.46846886717002
62,0.4,109,-150.95816011936216
63,0.0,55,-124.49675912854069
64,0.2,120,-193.53737524451205
65,1.8,108,-150.913688172902
66,0.3,101,-152.8769141082747
67,1.5,71,-147.14761960636804
68,1.5,64,-124.55337421914658
69,1.1,115,-165.37493819677258
70,0.0,50,-112.42254638900604
71,0.0,58,-119.23563733590045
72,0.8,101,-142.77289601500587
73,1.6,101,-169.39753964933533
74,0.5,123,-211.50820046053934
75,0.3,85,-152.89131146202502
76,1.5,110,-167.49204395018657
77,0.1,68,-123.98336218743438
78,0.1,73,-140.37144609069108
79,0.7,85,-163.91317678136605
80,0.5,94,-160.2040883112811
81,1.0,87,-161.2665104975875
82,0.2,96,-139.87062184473785
83,0.3,123,-196.4010363685535
84,0.7,71,-133.4655388589481
85,1.3,63,-134.1271689077878
86,0.0,21,-108.32646192886749
87,1.1,86,-146.75705384549866
88,0.0,24,-103.3378665369725
