Episode,disturbance_level,Steps,Returns
1,0.5,78,-1445.1045713172737
2,1.0,60,-1361.3533846346304
3,0.7,79,-1446.3100057843067
4,0.3,96,-1435.255589712457
5,0.5,86,-1501.1831338694253
6,1.8,82,-1720.1546354673746
7,0.0,21,-1176.7689470177638
8,0.7,75,-1369.1653664549638
9,1.5,93,-1839.2476943298404
10,0.0,36,-1254.6155313754148
11,0.9,63,-1481.4914334444793
12,0.8,86,-1559.6457836487803
13,0.5,86,-1616.746897343169
14,0.2,64,-1210.9167552323645
15,0.2,80,-1589.3389181299067
16,0.5,78,-1504.868833077622
17,0.9,109,-1703.7588842168989
18,0.2,60,-1346.4596413302456
19,0.3,85,-1495.9215924729147
20,0.1,35,-1258.2864609615124
21,0.3,81,-1500.7586534617596
22,0.0,31,-1284.0098299281908
23,0.9,66,-1354.8624300124156
24,1.4,75,-1766.3831321156415
25,0.1,78,-1361.330830122673
26,2.0,82,-1884.3467778946715
27,2.0,83,-1747.168523305614
28,0.7,84,-1390.9825517907088
29,1.4,98,-1730.313015001659
30,0.2,80,-1418.0460647855678
31,0.4,101,-1550.6316549660503
32,1.0,71,-1523.9289182054308
33,1.2,88,-1615.4435876825569
34,0.9,63,-1406.7302515506976
35,0.0,59,-1544.5101374364585
36,2.0,74,-1743.2719467138347
37,0.9,101,-1772.270411100375
38,0.0,40,-1397.3665871959206
39,0.3,67,-1438.624895132464
40,0.4,93,-1447.9845781379015
41,0.0,30,-1234.9546393534097
42,1.2,66,-1512.701904796672
43,1.7,84,-1652.1777666811277
44,1.8,87,-1646.193800940603
45,0.4,78,-1404.929084840383
46,1.6,71,-1632.4624363792243
47,0.9,83,-1434.9523450855304
48,0.7,118,-1676.7142430192746
49,1.2,93,-1703.4852900372532
50,0.1,63,-1450.4179957344306
51,1.6,84,-1738.1407528300088
52,0.0,18,-1142.5852527398936
53,0.0,19,-1202.9620935446796
54,0.3,71,-1209.2483543640008
55,0.2,92,-1523.1554565935398
56,0.2,70,-1361.8740870729778
57,1.5,125,-2030.6010522377865
58,0.1,82,-1323.9815721669142
59,0.2,115,-1398.2937237930462
60,1.3,143,-2418.985725238814
