Epoch,EpRet/Mean,EpRet/Std,EpRet/Min,EpRet/Max,EpLen/Mean,EpLen/Min,EpLen/Max,Values/V/Mean,Values/V/Min,Values/V/Max,Values/Adv/Mean,Values/Adv/Min,Values/Adv/Max,Loss/Pi,Loss/Value,Loss/DeltaPi,Loss/DeltaValue,Entropy,KL,Misc/StopIter,Misc/Seed,PolicyRatio,LR,Misc/RewScaleMean,Misc/RewScaleStddev,Misc/ExplorationNoiseStd,DistbLevel,TotalEnvSteps,Time,FPS
1,-147.36600629973475,18.734291607348748,-300.8261,-122.0037,84.84615384615384,51.0,162.0,0.12279568481445312,-0.3474589,0.6391716,-10.2326494140625,-38.66389,-0.2161474,10.232648849487305,126.92608642578125,-0.13816356658935547,-58.11014175415039,0.7436313033103943,0.001413525315001607,80.0,40226,0.9876697063446045,0.0003,-91.1447525024414,13.845674514770508,0.508999994180536,1.0,32000,241,132
2,-146.25128173828125,15.699375718455137,-215.84312,-122.74624,83.296875,54.0,139.0,-3.327583740234375,-8.382251,8.019758,-1.2680689697265626,-12.959518,5.7975874,1.268068790435791,6.646858215332031,-0.03683066368103027,-4.541106224060059,0.7403689026832581,0.0018810686888173223,80.0,40226,0.9934722781181335,0.0002990033222591362,-91.08792114257812,13.33615493774414,0.5073421985260703,1.0,64000,915,170
3,-145.4496124031008,14.68901697867293,-239.05693,-121.961,82.51162790697674,51.0,143.0,-4.16039501953125,-8.440147,5.659473,-1.0670777587890625,-10.2576065,1.2558252,1.06707763671875,2.344129800796509,-0.019573450088500977,-1.6367032527923584,0.7370959520339966,0.001719849999062717,80.0,40226,0.992192268371582,0.0002980066445182724,-90.96603393554688,13.248069763183594,0.5056843768217382,1.0,96000,1100,173
4,-147.4693287037037,17.918087798935755,-281.1728,-124.27505,84.6058201058201,48.0,160.0,-5.045669921875,-8.485589,2.7704616,-0.7355538330078125,-5.151768,1.8577315,0.7355538606643677,1.1096491813659668,-0.012873351573944092,-0.7726323008537292,0.7338122725486755,0.0015427981270477176,80.0,40226,0.9923213720321655,0.0002970099667774086,-91.01880645751953,13.35356616973877,0.5040265646673453,1.0,128000,1282,175
5,-148.7888351521164,19.811552248958876,-295.87943,-121.04188,84.4973544973545,53.0,155.0,-5.816078125,-8.548937,0.30470747,-0.44858868408203123,-3.4755375,0.9568014,0.4485887289047241,0.4964490234851837,-0.007576078176498413,-0.3082391321659088,0.7305175065994263,0.0014464219566434622,80.0,40226,0.9937700033187866,0.00029601328903654483,-91.22589874267578,13.51508903503418,0.50236876760236,1.0,160000,1466,173
6,-154.03702256944445,24.469019173345618,-307.64285,-123.65533,88.75555555555556,51.0,187.0,-6.11125,-8.60027,-1.4686284,-0.29940533447265627,-3.341197,1.1344905,0.2994053363800049,0.3020873963832855,-0.0057874321937561035,-0.1446048468351364,0.7272123694419861,0.0013463099021464586,80.0,40226,0.9957002997398376,0.00029501661129568106,-91.55526733398438,13.904295921325684,0.5007109615988222,1.0,192000,1650,174
7,-158.0233379072238,27.980308484531015,-319.0821,-118.98828,90.64872521246458,48.0,193.0,-6.42027294921875,-8.54537,-3.032226,-0.15391529846191407,-3.579816,1.2289319,0.15391530096530914,0.20949935913085938,-0.0052328407764434814,-0.06211070716381073,0.7238959074020386,0.0014186181360855699,80.0,40226,0.9962814450263977,0.00029401993355481724,-92.02959442138672,14.273776054382324,0.4990531530460079,1.0,224000,1843,165
8,-162.02809320494185,32.920750286386316,-340.12976,-128.15349,92.88953488372093,57.0,229.0,-6.55095703125,-8.516104,-3.9060392,-0.07297147369384765,-2.6707506,1.386024,0.07297147810459137,0.19098438322544098,-0.005042918026447296,-0.028094150125980377,0.7205685973167419,0.0013172994367778301,80.0,40226,0.9985047578811646,0.00029302325581395347,-92.57701110839844,14.930892944335938,0.4973953486081037,1.0,256000,2073,138
9,-172.9421923374613,47.38397308766705,-441.34027,-124.44099,98.81114551083591,54.0,247.0,-6.52742333984375,-8.432528,-3.0046747,-0.027123046875,-4.1268244,1.5992765,0.027123047038912773,0.27610114216804504,-0.00686323456466198,-0.022356057539582253,0.7172299027442932,0.0013741683214902878,80.0,40226,0.9993094801902771,0.0002920265780730897,-93.43476867675781,16.282888412475586,0.49573755522300433,1.0,288000,2299,141
10,-183.4035016286645,79.72323869659094,-943.42285,-128.45802,104.16938110749186,61.0,437.0,-6.513798828125,-8.3900385,-1.857832,0.0805516128540039,-6.046335,2.1384134,-0.0805516168475151,0.4597717225551605,-0.00987628847360611,-0.11167487502098083,0.7138803005218506,0.0014954201178625226,80.0,40226,1.0004726648330688,0.0002910299003322259,-94.58405303955078,19.141071319580078,0.49407972120219784,1.0,320000,2529,139
