Epoch,EpRet/Mean,EpRet/Std,EpRet/Min,EpRet/Max,EpLen/Mean,EpLen/Min,EpLen/Max,Values/V/Mean,Values/V/Min,Values/V/Max,Values/Adv/Mean,Values/Adv/Min,Values/Adv/Max,Loss/Pi,Loss/Value,Loss/DeltaPi,Loss/DeltaValue,Entropy,KL,Misc/StopIter,Misc/Seed,PolicyRatio,LR,Misc/RewScaleMean,Misc/RewScaleStddev,Misc/ExplorationNoiseStd,DistbLevel,TotalEnvSteps,Time,FPS
1,-130.36918218085106,19.00311186086422,-256.94733,-101.470955,61.77369439071567,9.0,152.0,0.07183990478515626,-0.3630685,0.56906235,-9.4228173828125,-31.387363,-1.8241674,9.422816276550293,104.43572998046875,-0.1817035675048828,-49.98784637451172,0.7436313033103943,0.0018780224490910769,80.0,40226,0.9811641573905945,0.0003,-90.38782501220703,12.030871391296387,0.508999994180536,3.0,32000,259,123
2,-127.02345204841713,15.606911317295353,-201.59201,-101.14351,59.57541899441341,13.0,116.0,-0.12902471923828124,-8.32943,8.295784,-2.953763916015625,-16.587555,6.8255053,2.953763961791992,20.580995559692383,-0.08098745346069336,-13.954916000366211,0.740358293056488,0.0021215290762484074,80.0,40226,0.9893063902854919,0.000299,-89.89456176757812,11.499688148498535,0.5073366646451225,3.0,64000,468,153
3,-125.69856295620438,15.224691440906215,-190.35106,-101.569046,58.31204379562044,9.0,118.0,-3.180116455078125,-7.847616,6.0003324,-2.02084765625,-12.623329,2.1267092,2.0208475589752197,6.655346393585205,-0.039375901222229004,-4.635190963745117,0.7370739579200745,0.0016293348744511604,80.0,40226,0.9875882863998413,0.000298,-89.56731414794922,11.437333106994629,0.5056733452856872,3.0,96000,726,124
4,-127.36676638011153,16.760394946260867,-207.63788,-101.31962,59.462825278810406,12.0,125.0,-5.016955078125,-8.5490265,2.8241518,-1.2898106689453126,-7.1377196,1.0047269,1.2898106575012207,2.5514414310455322,-0.021085262298583984,-1.85818612575531,0.73377925157547,0.0014602962182834744,80.0,40226,0.988794207572937,0.00029699999999999996,-89.58078002929688,11.397603988647461,0.504010011618452,3.0,128000,984,124
5,-127.71252920560748,16.78103729263547,-210.89107,-101.20969,59.78130841121495,9.0,159.0,-6.27653271484375,-9.061739,-0.48055348,-0.7581146240234375,-5.1059012,0.8135724,0.7581145763397217,1.0020681619644165,-0.0112534761428833,-0.6928992867469788,0.7304736375808716,0.0012179544428363442,80.0,40226,0.991400957107544,0.000296,-89.59339141845703,11.401524543762207,0.5023466697765746,3.0,160000,1190,155
6,-128.20328714622642,17.94932348149635,-209.03613,-101.83425,60.27358490566038,11.0,157.0,-7.0218310546875,-9.315566,-2.5624971,-0.4164989318847656,-4.499409,0.91450024,0.41649892926216125,0.41084638237953186,-0.0060977935791015625,-0.23073945939540863,0.7271569967269897,0.001125519280321896,80.0,40226,0.9941281080245972,0.00029499999999999996,-89.62077331542969,11.444472312927246,0.5006833261702077,3.0,192000,1395,156
7,-130.8267790841584,20.546350944357805,-291.70306,-101.99746,63.2990099009901,11.0,157.0,-7.4841884765625,-9.438057,-4.2227097,-0.19862734985351563,-2.8120914,0.8395084,0.19862733781337738,0.19303390383720398,-0.004549339413642883,-0.06330960243940353,0.7238293290138245,0.001366707612760365,80.0,40226,0.995575487613678,0.000294,-89.72677612304688,11.621208190917969,0.4990199874853069,3.0,224000,1598,157
8,-130.82655014822134,20.316845461000238,-233.7038,-101.81098,63.19960474308301,13.0,141.0,-7.654578125,-9.453255,-4.838514,-0.0701966552734375,-2.1285768,0.9921353,0.07019665837287903,0.12609238922595978,-0.0034077316522598267,-0.016392474994063377,0.720490574836731,0.00107692985329777,80.0,40226,0.9975646734237671,0.00029299999999999997,-89.81982421875,11.710891723632812,0.4973566606824231,3.0,256000,1803,156
9,-133.10971709521385,22.263094272781984,-239.27484,-101.64851,65.17311608961303,9.0,181.0,-7.706896484375,-9.48518,-4.681897,-0.028209943771362305,-8.611353,1.1369737,0.02820994332432747,0.13895639777183533,-0.0038614515215158463,-0.006449958309531212,0.7171405553817749,0.0011138616828247905,80.0,40226,0.9982501268386841,0.000292,-89.946533203125,11.815062522888184,0.4956933234498547,3.0,288000,2008,156
10,-136.5469668135684,25.567366655830536,-372.48654,-101.70212,68.27991452991454,13.0,205.0,-7.7377783203125,-9.448711,-5.250519,-0.0010617910623550416,-2.3888826,1.0015535,0.0010617927182465792,0.1189623773097992,-0.003503928193822503,-0.010444087907671928,0.7137795686721802,0.0010301480069756508,80.0,40226,0.9998172521591187,0.00029099999999999997,-90.1286849975586,12.023061752319336,0.49403001303756583,3.0,320000,2213,155
11,-137.3017556567329,25.320572970667822,-296.47858,-101.03333,70.60485651214128,11.0,191.0,-7.716701171875,-9.341116,-4.977533,0.06138877105712891,-2.0294344,0.9340319,-0.0613887757062912,0.1251460611820221,-0.0038401558995246887,-0.010084360837936401,0.7104068398475647,0.0010911179706454277,80.0,40226,1.000999927520752,0.00029,-90.23429107666016,12.212824821472168,0.4923666785278051,3.0,352000,2418,156
