Episode,disturbance_level,Steps,Returns
1,1.5,114,-1917.1225945220274
2,1.5,96,-1887.2734533109312
3,1.5,92,-1902.0423464485361
4,1.5,69,-1624.5441644034208
5,1.5,92,-1768.5312325850587
6,1.5,67,-1624.485996647703
7,1.5,70,-1557.2950176067752
8,1.5,113,-1953.9707705359003
9,1.5,84,-1573.1466281251824
10,1.5,114,-1950.313770117267
11,1.5,62,-1581.0502649477326
12,1.5,77,-1584.97873717168
13,1.5,79,-1674.575234113087
14,1.5,67,-1555.8333378422644
15,1.5,81,-1554.706597078667
16,1.5,94,-1684.8894813563259
17,1.5,75,-1538.5378860639635
18,1.5,88,-1732.293440808455
19,1.5,90,-1852.2250549457792
20,1.5,78,-1791.9917028522152
21,1.5,62,-1493.0512247414522
22,1.5,111,-1863.706904864636
23,1.5,93,-1820.101384677274
24,1.5,72,-1641.565851278856
25,1.5,72,-1508.103797416812
26,1.5,81,-1747.2041168414016
27,1.5,69,-1542.5289621414618
28,1.5,100,-1821.5459551000567
29,1.5,108,-1961.6301952632323
30,1.5,59,-1588.480324082273
31,1.5,76,-1643.0265152797988
32,1.5,60,-1453.051834891418
33,1.5,67,-1598.4960608388606
34,1.5,56,-1452.1254927535808
35,1.5,105,-1941.5714748820976
36,1.5,109,-1695.3804912435462
37,1.5,116,-2039.5392424631482
38,1.5,63,-1655.8247068043179
39,1.5,80,-1649.347040463514
40,1.5,65,-1610.8534957074799
41,1.5,73,-1674.5621907473032
42,1.5,119,-2044.0675826720612
43,1.5,116,-2005.3822928342015
44,1.5,109,-1853.4906941669633
45,1.5,88,-1757.062051688286
46,1.5,112,-1859.9863875711078
47,1.5,77,-1683.3568133174101
48,1.5,106,-1839.6330201501366
49,1.5,69,-1529.9967628886632
50,1.5,78,-1730.2426350740855
51,1.5,94,-1843.3028249945037
52,1.5,59,-1556.5333440528389
53,1.5,72,-1494.493590176039
54,1.5,86,-1766.774772029179
55,1.5,101,-2049.22050459094
56,1.5,75,-1760.7636602029415
57,1.5,93,-1770.4664794371683
58,1.5,79,-1707.594821762981
59,1.5,69,-1620.5560087176377
60,1.5,80,-1647.3351292082511
61,1.5,99,-1827.4422023393
62,1.5,71,-1505.0402247863972
63,1.5,90,-1835.1609772631878
64,1.5,69,-1540.649918314161
65,1.5,69,-1597.6733528232458
66,1.5,68,-1638.1464781720772
67,1.5,60,-1539.5151620584147
68,1.5,68,-1538.6499614327893
69,1.5,77,-1741.0506737139822
70,1.5,100,-1810.1573833113548
71,1.5,80,-1670.1066178670435
72,1.5,65,-1601.0777350389394
73,1.5,92,-1678.793448873458
74,1.5,69,-1546.0127828734853
75,1.5,80,-1629.4288707042165
76,1.5,93,-1838.9258939283338
77,1.5,76,-1693.2945965225222
78,1.5,57,-1477.6081813979567
79,1.5,75,-1754.7280041010004
80,1.5,77,-1775.126752091804
81,1.5,81,-1562.4066425469082
82,1.5,94,-1849.8789185799733
83,1.5,74,-1673.3189777647938
84,1.5,75,-1730.8152449000245
85,1.5,88,-1688.0278022686116
86,1.5,91,-1812.5138161518094
87,1.5,61,-1560.5202143659965
88,1.5,84,-1754.7418373154042
89,1.5,55,-1519.1187375359802
90,1.5,37,-1355.1912612278838
91,1.5,80,-1702.6113564696698
92,1.5,82,-1807.7150439980246
93,1.5,62,-1567.3812717834357
94,1.5,80,-1688.7647635903131
95,1.5,85,-1751.452604993669
96,1.5,85,-1646.5808387401746
97,1.5,138,-1948.4634966294961
98,1.5,73,-1632.5746541328456
99,1.5,68,-1511.5983652483014
100,1.5,86,-1737.9437382723067
101,1.5,116,-1714.6001628176375
102,1.5,65,-1492.6347595397965
103,1.5,85,-1784.2545821500607
104,1.5,102,-2039.576187426977
105,1.5,92,-1722.0235543071503
106,1.5,69,-1669.534360480112
107,1.5,84,-1796.542295067106
108,1.5,124,-2044.796835231317
109,1.5,91,-1781.601233190364
110,1.5,69,-1681.2793530867166
111,1.5,78,-1607.9146239099364
