Epoch,EpRet/Mean,EpRet/Std,EpRet/Min,EpRet/Max,EpLen/Mean,EpLen/Min,EpLen/Max,Values/V/Mean,Values/V/Min,Values/V/Max,Values/Adv/Mean,Values/Adv/Min,Values/Adv/Max,Loss/Pi,Loss/Value,Loss/DeltaPi,Loss/DeltaValue,Entropy,KL,Misc/StopIter,Misc/Seed,PolicyRatio,LR,Misc/RewScaleMean,Misc/RewScaleStddev,Misc/ExplorationNoiseStd,DistbLevel,TotalEnvSteps,Time,FPS
1,-148.90103125,20.056362249088608,-234.03758,-124.37982,85.31466666666667,53.0,166.0,0.07224857330322265,-0.3011592,0.4577435,-10.4566826171875,-31.914345,0.046250626,10.456681251525879,133.36573791503906,-0.18222904205322266,-61.00133514404297,0.7436313033103943,0.0017206785269081593,80.0,40226,0.983763575553894,0.0003,-91.92408752441406,13.883566856384277,0.508999994180536,1.0,32000,202,158
2,-147.2574453328982,21.313219965558023,-308.1956,-122.582275,83.48302872062663,52.0,173.0,-1.28262890625,-8.396347,8.305705,-1.8946240234375,-15.560112,8.180901,1.8946239948272705,12.547059059143066,-0.06382310390472412,-8.024619102478027,0.740358293056488,0.0019825927447527647,80.0,40226,0.9902077317237854,0.000299,-91.84474182128906,14.130902290344238,0.5073366646451225,1.0,64000,401,160
3,-146.35059600515464,18.274233442890505,-270.7278,-121.5122,82.46907216494846,48.0,145.0,-2.792491455078125,-8.241457,7.1898756,-1.4409111328125,-11.856104,2.4394817,1.440911054611206,4.0732340812683105,-0.03246307373046875,-3.015745162963867,0.7370739579200745,0.0021103806793689728,80.0,40226,0.9876758456230164,0.000298,-91.73980712890625,13.874380111694336,0.5056733452856872,1.0,96000,601,160
4,-150.60673222708894,22.836046215107913,-259.64322,-122.62153,86.21293800539084,53.0,169.0,-4.33690478515625,-8.211577,4.546168,-0.907859619140625,-6.129303,2.0198038,0.9078596830368042,1.6068068742752075,-0.017627060413360596,-1.201669692993164,0.73377925157547,0.0015952272806316614,80.0,40226,0.9903141856193542,0.00029699999999999996,-91.94425964355469,14.059711456298828,0.504010011618452,1.0,128000,801,160
5,-151.05453889266303,25.38171561915662,-446.6096,-124.23099,86.85597826086956,55.0,193.0,-5.09754638671875,-8.356458,1.3929948,-0.6084608154296876,-4.9331603,1.1335793,0.6084608435630798,0.7954015731811523,-0.012249112129211426,-0.5613515973091125,0.7304736375808716,0.0015262165106832981,80.0,40226,0.9912698268890381,0.000296,-92.0963363647461,14.474626541137695,0.5023466697765746,1.0,160000,1002,158
6,-160.3357136461318,42.86388548747179,-548.42346,-124.25182,91.567335243553,55.0,208.0,-5.64367529296875,-8.3709755,2.223212,-0.37133767700195314,-8.995058,1.3144855,0.3713376522064209,0.5345937013626099,-0.010385870933532715,-0.2880590856075287,0.7271569967269897,0.001580377691425383,80.0,40226,0.9936261177062988,0.00029499999999999996,-92.8009033203125,15.976821899414062,0.5006833261702077,1.0,192000,1202,160
7,-164.3327487244898,52.257085881068235,-559.96924,-126.02243,92.71428571428571,51.0,246.0,-5.9616171875,-8.380764,1.0110843,-0.08641197967529297,-4.8697386,1.9858937,0.0864119827747345,0.42058977484703064,-0.010025642812252045,-0.1338157206773758,0.7238293290138245,0.0015692929737269878,80.0,40226,0.9976937174797058,0.000294,-93.64147186279297,17.785268783569336,0.4990199874853069,1.0,224000,1403,159
8,-177.2885265815549,112.61688710932798,-1870.4679,-125.54962,97.33841463414635,54.0,500.0,-5.8931787109375,-8.125014,4.674262,0.045375648498535155,-8.531954,2.4227667,-0.04537564516067505,0.6788464188575745,-0.01399756595492363,-0.3677797317504883,0.720490574836731,0.001694455393590033,80.0,40226,1.000065565109253,0.00029299999999999997,-95.14094543457031,23.459909439086914,0.4973566606824231,1.0,256000,1603,160
9,-211.98515107615893,501.8375505602564,-8774.461,-126.0548,105.86754966887418,54.0,500.0,-5.733623046875,-7.4884906,2.9107578,0.24744537353515625,-27.96019,3.1303453,-0.24744534492492676,4.593567848205566,-0.044722795486450195,-2.788747549057007,0.7171405553817749,0.09482168406248093,80.0,40226,0.9974497556686401,0.000292,-98.97335052490234,77.3927001953125,0.4956933234498547,1.0,288000,1802,160
10,-200.9960161423841,231.77105339548547,-3870.2073,-127.30784,105.80794701986756,53.0,500.0,-5.49578173828125,-6.9663196,-2.062088,1.1952835693359376,-3.9431543,5.3614273,-1.1952835321426392,2.4672157764434814,-0.02674078941345215,-1.9660406112670898,0.7137795686721802,0.0011198186548426747,80.0,40226,1.0138784646987915,0.00029099999999999997,-100.89270782470703,80.01386260986328,0.49403001303756583,1.0,320000,1953,210
