Episode,disturbance_level,Steps,Returns
1,0.2,108,-171.55899108549647
2,0.6,109,-163.8258298759454
3,0.7,109,-164.32266462263678
4,0.1,34,-103.81803035224304
5,0.4,101,-161.23066605003797
6,1.1,105,-173.26588958178195
7,1.0,73,-153.89794121677434
8,0.1,81,-160.29851625215855
9,0.2,97,-171.55444885146215
10,0.5,138,-160.08365651065827
11,1.1,89,-165.17397189724946
12,0.2,101,-156.79227282239455
13,0.0,25,-107.71606261990178
14,0.2,77,-131.5250297250529
15,0.2,114,-147.11135434264597
16,1.0,84,-147.2626386557867
17,0.5,88,-158.7975569725674
18,1.0,124,-171.53057014727526
19,0.4,109,-152.99205238937458
20,0.2,85,-139.77192300504174
21,1.4,100,-169.13387807264237
22,0.3,91,-146.1295131246772
23,0.0,26,-106.65213817922712
24,0.0,36,-104.81554248245983
25,1.0,104,-155.3988469209698
26,1.0,104,-145.24782956338137
27,0.1,89,-138.75306835039194
28,0.7,84,-163.4364445118826
29,0.6,116,-141.3948904483562
30,0.5,90,-138.8152161202177
31,0.1,40,-108.71406504867757
32,0.0,62,-136.11367203603422
33,0.0,34,-110.98247205321681
34,1.2,82,-160.3285526108981
35,0.9,107,-154.58421703032107
36,0.4,94,-153.10155544727644
37,0.2,59,-129.91108783478228
38,0.0,21,-105.20221115368398
39,0.5,93,-148.86058134021812
40,0.8,72,-138.15520021480683
41,1.1,132,-179.5850816080582
42,0.1,62,-127.47157953385477
43,0.7,111,-186.9488405960152
44,0.8,125,-179.9021057087477
45,0.6,86,-165.003611404104
46,0.0,21,-102.7265815473023
47,0.4,81,-153.5006262067174
48,0.9,120,-152.41560837257032
49,0.3,84,-147.20328243583424
50,0.3,112,-172.28590288261137
51,0.8,116,-140.78514996295692
52,0.6,114,-171.31206262508567
53,0.6,78,-162.04280774465218
54,0.1,87,-150.23068865598722
55,0.0,34,-107.35672859300642
56,0.1,103,-149.6301422158865
57,1.1,93,-147.89202866843445
58,0.8,75,-147.7631577181828
59,0.2,95,-164.3492178449115
60,0.9,73,-139.33540908575964
61,1.7,69,-144.25158587424215
62,1.1,92,-192.84433982229973
63,0.0,37,-108.74554565323054
64,0.2,94,-162.62936216819224
65,0.8,61,-145.4070678832546
66,0.8,75,-151.45085610368483
67,0.1,38,-110.44271374495185
68,1.6,120,-169.32686093620376
69,1.2,66,-132.83273361501224
70,0.5,77,-142.56651172556138
71,2.0,80,-152.38692452977858
72,0.0,28,-106.33124283066323
73,0.5,102,-176.28477942063412
74,0.7,121,-142.2234416528163
75,0.4,79,-156.23956139500808
76,0.5,84,-153.42521448075428
77,0.7,89,-151.1514174834976
78,0.3,88,-182.433472905089
79,0.2,90,-164.75109804951848
80,0.0,19,-107.17941247498743
81,0.3,78,-139.931781081773
82,0.4,87,-158.8042491587697
83,0.7,97,-143.71324496205048
84,1.1,94,-136.7866081984209
85,0.0,43,-106.73731786752013
86,0.6,105,-165.3943647429067
87,1.9,80,-134.90525750522497
88,0.7,79,-140.16051564511508
89,0.5,106,-172.066273425817
90,1.6,89,-141.18292653161836
91,1.6,78,-159.2964184548076
92,0.2,92,-158.0833198180531
93,0.9,77,-139.52710072592538
94,0.1,112,-165.50244359729953
95,1.4,94,-156.74284006892108
96,1.2,99,-152.80045923577626
97,0.8,77,-153.20050037520372
98,0.2,100,-159.96158812929772
99,1.2,118,-138.0140418683164
100,0.0,19,-104.93133823109524
101,0.0,31,-111.07444840929298
102,0.1,34,-106.82472861829179
103,0.7,111,-152.02824365406948
104,0.3,81,-131.4166860477654
105,0.5,100,-170.26446392736744
106,0.0,55,-122.0619581805013
107,0.0,29,-108.3382848427635
108,0.0,16,-105.37035939797452
109,0.9,131,-232.2722062974707
110,1.0,100,-156.6373368751
111,1.1,86,-135.50141168644612
112,0.0,35,-115.50990231349448
113,0.1,71,-125.71688604249684
114,0.0,42,-111.0504209467363
115,0.1,103,-140.80446756608407
116,0.3,96,-156.94052033764828
117,0.6,71,-150.3889931177075
118,1.2,100,-174.95957995376145
119,0.3,96,-163.85645983004574
120,0.0,33,-106.14343594074623
121,0.7,135,-170.00116922021402
122,0.5,122,-198.32197369664934
123,0.5,110,-158.23106026633468
124,1.6,102,-136.4210987913501
125,1.2,105,-169.79722533526737
126,0.4,97,-154.78817277767686
127,1.1,79,-163.3913137125254
128,0.5,84,-151.77208175628164
129,0.4,82,-151.4619916202866
130,0.7,69,-152.1825900210258
131,0.0,23,-105.75863210884403
132,1.6,90,-156.71316702247498
