Episode,disturbance_level,Steps,Returns
1,0.0,21,-1164.246502045791
2,0.0,20,-1151.3856295430987
3,0.0,35,-1271.981024782777
4,0.0,30,-1197.9816458987393
5,0.0,24,-1149.9136520887885
6,0.0,75,-1565.8033938321173
7,0.0,20,-1189.656825927964
8,0.0,29,-1195.4251575126882
9,0.0,23,-1262.4442393169415
10,0.0,15,-1163.46973925996
11,0.0,34,-1300.5870971602667
12,0.0,19,-1120.786918997195
13,0.0,31,-1246.0492288015137
14,0.0,20,-1176.9085373624769
15,0.0,32,-1213.0104473936235
16,0.0,56,-1380.8631777932897
17,0.0,13,-1144.369975669852
18,0.0,34,-1328.4241344260954
19,0.0,36,-1200.9283928099453
20,0.0,23,-1158.4044787709754
21,0.0,32,-1235.297505253806
22,0.0,59,-1456.6304455197962
23,0.0,31,-1199.180139026367
24,0.0,21,-1155.1407116662328
25,0.0,23,-1208.509991232033
26,0.0,31,-1327.782596167315
27,0.0,16,-1133.2470492046284
28,0.0,24,-1229.7971519603873
29,0.0,23,-1203.5698054533568
30,0.0,18,-1172.3073237692543
31,0.0,44,-1334.5409517063042
32,0.0,26,-1218.273451872469
33,0.0,73,-1347.4031676121988
34,0.0,23,-1187.5618909969264
35,0.0,24,-1209.4172831968779
36,0.0,18,-1168.3766727959942
37,0.0,20,-1259.518909569982
38,0.0,39,-1329.1911916935624
39,0.0,25,-1183.6218373340512
40,0.0,23,-1184.8743748069937
41,0.0,33,-1219.4426277184398
42,0.0,21,-1202.821426822588
43,0.0,20,-1169.1682211634056
44,0.0,24,-1222.7932101718354
45,0.0,36,-1246.4925484235582
46,0.0,39,-1340.5491520474957
47,0.0,21,-1179.487799668976
48,0.0,44,-1315.4672051376572
49,0.0,34,-1298.6370024725177
50,0.0,26,-1246.2684493337251
51,0.0,34,-1256.642466432102
52,0.0,31,-1278.0113481594922
53,0.0,35,-1305.689468579833
54,0.0,45,-1317.961332118604
55,0.0,22,-1196.6125505863993
56,0.0,19,-1169.8119314524363
57,0.0,37,-1288.9144902847634
58,0.0,25,-1186.4458040999994
59,0.0,29,-1285.9543348720451
60,0.0,18,-1181.1458797882422
61,0.0,50,-1485.7680372759205
62,0.0,24,-1254.9436304825751
63,0.0,27,-1197.2605861005698
64,0.0,29,-1249.5579047534181
65,0.0,23,-1269.5689971763313
66,0.0,34,-1226.717141184737
67,0.0,26,-1262.6484836738816
68,0.0,24,-1171.4926889942285
69,0.0,37,-1331.0469625267817
70,0.0,65,-1543.2101878992403
71,0.0,34,-1263.830718001995
72,0.0,36,-1251.2770781724594
73,0.0,29,-1245.7355875450542
74,0.0,32,-1270.5484545275592
75,0.0,32,-1258.1587764001729
76,0.0,26,-1172.9594793682368
77,0.0,34,-1226.5297315940409
78,0.0,29,-1268.4058280223946
79,0.0,19,-1161.332746072119
80,0.0,29,-1281.8271899706847
81,0.0,21,-1176.9461478534945
82,0.0,28,-1261.8351971219897
83,0.0,21,-1196.9344019982354
84,0.0,35,-1306.5674491979805
85,0.0,19,-1145.615192634347
86,0.0,31,-1191.7391270742105
87,0.0,35,-1304.8587352647019
88,0.0,26,-1196.1046381560998
89,0.0,21,-1172.2378551006182
90,0.0,19,-1195.4547619600391
91,0.0,21,-1195.623344179132
92,0.0,29,-1192.597755294834
93,0.0,21,-1201.760792601051
94,0.0,22,-1239.2431927952782
95,0.0,39,-1330.049291779842
96,0.0,38,-1193.8963877319836
97,0.0,24,-1193.385847184725
98,0.0,46,-1262.2851099094732
99,0.0,28,-1298.999370154867
100,0.0,29,-1269.6300198867725
101,0.0,16,-1142.9317073766188
102,0.0,26,-1241.2734993823333
103,0.0,21,-1161.930036795687
104,0.0,28,-1249.4637953166243
105,0.0,26,-1192.8551028726768
106,0.0,45,-1265.3345481324448
107,0.0,36,-1323.2199436942142
108,0.0,25,-1204.1400719499197
109,0.0,31,-1262.335940952726
110,0.0,33,-1230.6584095629814
111,0.0,20,-1159.0222566818538
112,0.0,48,-1255.3202362993732
113,0.0,16,-1165.1945894784549
114,0.0,23,-1255.3900365964657
115,0.0,27,-1215.6436142681357
116,0.0,20,-1165.3867952006926
117,0.0,40,-1302.2123105101132
118,0.0,31,-1207.6502997321722
119,0.0,29,-1254.6752023164654
120,0.0,34,-1270.1259041374692
121,0.0,35,-1244.5727958423497
122,0.0,42,-1287.6971871574956
123,0.0,62,-1470.209010613516
124,0.0,13,-1147.332388928658
