Episode,disturbance_level,Steps,Returns
1,0.2,108,-171.54545986377937
2,0.6,109,-163.8653445850119
3,0.7,109,-164.30003708974914
4,0.1,34,-103.81794692863556
5,0.4,101,-161.23862205597425
6,1.1,105,-173.25902036777694
7,1.0,73,-153.9016204538668
8,0.1,81,-160.29812182327143
9,0.2,97,-171.56213279188722
10,0.5,138,-159.5762134369647
11,1.1,89,-164.57315911914492
12,0.2,101,-158.25900773212123
13,0.0,25,-107.71503856495893
14,0.2,77,-131.52563864173956
15,0.2,115,-147.4632488897658
16,1.0,89,-140.8181878419674
17,0.5,128,-144.22983851443814
18,0.3,92,-165.82066213267453
19,1.4,104,-170.1746686922263
20,0.9,75,-151.01847223332737
21,0.1,79,-140.59442742752526
22,0.0,46,-107.55508356394628
23,0.8,93,-160.58449146454365
24,0.9,96,-157.69079991641678
25,0.3,95,-157.72868807173447
26,0.1,86,-148.80535330901418
27,0.4,89,-143.93212478872377
28,0.2,93,-160.68752146690457
29,1.2,83,-164.3746933901241
30,0.9,86,-146.2404020473129
31,0.4,83,-155.46630550431615
32,0.6,81,-140.22303115761324
33,1.4,75,-164.94306025691085
34,0.5,82,-147.30611345466656
35,0.9,82,-150.829664446973
36,0.5,88,-152.79088338976794
37,0.1,88,-164.65856902406213
38,1.2,84,-164.9997715908043
39,0.2,107,-177.39101350528955
40,1.9,88,-137.8325739736842
41,0.4,127,-171.9043169945537
42,1.5,99,-173.03841958382165
43,0.1,76,-134.1117314037005
44,0.4,70,-147.7403840605927
45,0.6,91,-157.88604092405558
46,0.3,94,-166.95235158940994
47,0.4,126,-175.56657703765896
48,1.6,107,-146.4414727212286
49,0.4,99,-150.68972525559423
50,0.2,80,-165.35055631270626
51,0.1,67,-131.21950647899843
52,0.0,31,-110.33443190700348
53,1.7,61,-138.64511847907386
54,0.2,68,-149.95673625587884
55,0.2,102,-165.90171103631815
56,0.2,94,-164.22025457533317
57,0.2,120,-195.80314189956823
58,0.1,86,-158.94212659209916
59,0.5,77,-146.9045393835251
60,0.0,23,-106.69947290707191
61,0.6,101,-162.68822729943594
62,0.6,93,-165.38199427122242
63,1.2,94,-147.04231673115527
64,0.3,108,-167.3477991114852
65,1.1,87,-152.2104085014313
66,1.1,87,-160.85459822735243
67,0.4,113,-165.59062656727315
68,0.1,65,-114.80567187133921
69,1.1,96,-172.5619316946398
70,0.2,108,-187.28534246535116
71,0.4,89,-144.36616413202952
72,0.3,71,-149.89548957419805
73,0.4,88,-161.6063900708034
74,0.2,81,-141.03314060193006
75,0.2,76,-141.8541687691003
76,0.9,65,-146.27065295150558
77,0.4,90,-173.9308993582519
78,0.3,95,-145.48571685518948
79,1.0,100,-166.65997692803194
80,1.0,100,-162.95911361002536
81,1.3,66,-135.69058994086168
82,0.1,72,-141.3369119963099
83,0.5,90,-135.88284310652395
84,0.1,92,-148.5358765708182
85,0.2,58,-132.49407087208945
86,1.3,80,-159.16501229127925
87,0.3,75,-147.28746325346305
88,0.1,21,-104.84216164724374
89,0.0,22,-107.16976453963764
90,0.0,20,-104.04246077441432
91,1.4,75,-154.06424436924863
92,1.5,91,-138.97189742648442
93,1.0,67,-140.9047090410433
94,0.8,92,-161.39577815997598
95,0.7,105,-175.00217484756308
96,0.4,87,-149.90621955242628
97,0.8,68,-133.8417717315823
98,0.4,102,-169.75049278349115
99,1.2,75,-146.07856243673973
100,1.9,90,-140.99634338010904
101,0.6,89,-132.49676374683514
102,0.8,95,-154.50631665644386
103,0.0,29,-108.6061275654257
104,0.2,121,-189.24914354275347
105,0.1,99,-179.01374482723878
106,1.4,75,-138.3768576838579
107,0.7,82,-170.84456986249916
108,0.8,86,-142.9388163345662
109,0.2,103,-144.70504928142196
110,0.2,102,-166.0157643737097
111,0.2,101,-142.48637917762602
112,0.6,75,-138.56713802058792
113,0.3,91,-155.54141140781093
114,0.1,89,-167.15289384363518
115,0.9,118,-169.72563750242915
116,1.1,85,-164.71070965439168
117,0.3,114,-204.39304717450358
118,1.0,70,-146.07906443654775
119,0.0,24,-107.07108714224712
120,0.3,103,-155.5945826705837
121,1.2,106,-157.37249611675205
122,1.2,79,-156.59507801134416
123,0.3,94,-162.45590840829706
124,0.4,115,-184.97517021913865
125,0.6,80,-160.03362412970918
126,0.5,80,-166.48827539670322
127,0.0,33,-106.22660385717202
128,0.5,83,-147.44343595616618
129,0.9,83,-143.84115641070412
130,0.7,113,-201.28689337217116
131,0.2,90,-158.29446116209073
132,1.0,106,-142.47198323112497
133,0.0,42,-111.8030939491287
134,0.0,14,-104.89555382480616
135,1.2,106,-173.7190491544064
136,1.0,100,-165.62695815472324
137,1.3,95,-159.85439063793723
138,0.9,75,-164.71741576578086
139,1.1,124,-176.55971210302357
140,0.5,93,-161.68458863047633
141,0.9,84,-161.9111847908402
142,1.4,80,-142.52873044866584
143,0.3,92,-148.10154755544676
144,0.0,30,-109.92515927629748
145,0.6,109,-190.69470109649683
146,1.0,88,-149.67701430002938
147,0.7,77,-136.28918125493254
148,0.3,83,-140.6361266409266
149,0.8,114,-180.45133391532295
150,0.3,122,-185.0026108771425
151,1.1,74,-135.65783555289116
152,1.5,74,-134.27397514194558
153,0.5,120,-149.5207593263988
154,0.4,78,-164.34013077996414
155,0.2,100,-167.36049887582666
156,0.2,82,-159.8115999737126
157,0.0,44,-106.5435298536712
158,0.4,79,-143.04547931464634
159,1.1,103,-185.17066217350737
160,0.4,101,-172.1924742979138
161,0.3,89,-157.5840743230445
162,0.8,92,-161.81547056316876
163,1.8,91,-149.17128297195646
164,0.6,101,-158.0639674172644
165,0.8,70,-140.93451502828665
166,0.7,82,-150.44171092759194
167,0.1,79,-150.5606167274215
168,1.0,119,-224.84211190201114
169,1.4,99,-157.5617924026934
170,0.4,73,-146.88122255262476
171,1.3,80,-146.84133810771033
172,0.7,121,-156.8950451195061
173,0.0,25,-106.0437815623023
